State Abbreviation,Name,Release Year,High school graduation raw value,Unemployment raw value,Some college raw value,Ratio of population to mental health providers,Median household income raw value,Average Temperature,Average Precipitation,RUCC,Poor mental health days raw value,Crude Rate,high_school_treated,unemployment_treated,college_treated,mental_health_provider_treated,household_income_treated,temperature_treated,precipitation_treated
ID,Ada County,2013,0.835,0.08,0.7271838848000001,3098.1574803000003,50701.0,50.875,0.7075,2.0,3.3,14.7,1,0,1,0,1,1,1
ID,Bannock County,2013,0.913,0.08,0.6913486247,2965.0,41749.0,44.54166666666666,1.1316666666666666,3.0,3.5,26.4,1,0,1,0,0,1,1
ID,Bingham County,2013,0.8009999999999999,0.073,0.571110079,11435.5,45354.0,44.19166666666666,0.7200000000000001,4.0,2.9,24.2,0,1,0,0,0,1,1
ID,Bonneville County,2013,0.868,0.071,0.6436062626,6538.875,49748.0,41.9,1.3891666666666669,3.0,3.4,13.0,1,1,1,0,1,1,1
ID,Canyon County,2013,0.728,0.108,0.5339732356,12627.333333,39132.0,51.10833333333333,0.5608333333333332,2.0,3.8,21.6,0,0,0,0,0,1,1
ID,Elmore County,2013,0.723,0.09,0.6088870546,9026.6666667,43120.0,47.50833333333333,1.0033333333333334,6.0,2.6,38.1,0,0,1,0,0,1,1
ID,Kootenai County,2013,0.736,0.103,0.6579504677,4481.0645161,47026.0,45.68333333333334,2.313333333333333,3.0,3.1,18.7,0,0,1,0,0,1,1
ID,Twin Falls County,2013,0.755,0.08,0.5776234081,11070.0,41942.0,47.81666666666666,0.6416666666666667,5.0,3.2,25.1,0,0,0,0,0,1,1
IL,Boone County,2013,0.8,0.135,0.4829374254999999,18058.666667,57708.0,46.19166666666666,3.4508333333333336,2.0,4.4,20.5,0,0,0,0,1,1,1
IL,Champaign County,2013,0.8671140940000001,0.084,0.7740886836,2054.7959184,42847.0,50.85833333333333,3.0083333333333333,3.0,2.9,10.2,1,0,1,1,0,1,1
IL,Coles County,2013,0.8496993988,0.093,0.6271460674,4495.4166667,40623.0,51.86666666666667,3.651666666666667,5.0,3.3,18.9,1,0,1,0,0,1,0
IL,Cook County,2013,0.77581769,0.104,0.6557973008,1600.4835334000002,50806.0,48.65,3.2349999999999994,1.0,3.5,8.5,0,0,1,1,1,1,1
IL,DuPage County,2013,0.920997921,0.08,0.764260497,1569.1316239,74122.0,48.13333333333335,3.3558333333333343,1.0,3.1,9.4,1,0,1,1,1,1,1
IL,Iroquois County,2013,0.8157480315000001,0.09,0.5785596151,14828.5,48577.0,49.85,3.03,6.0,2.9,38.0,0,0,0,0,1,1,1
IL,Kane County,2013,0.8201630605,0.099,0.5873220591,3688.4142857,66133.0,47.225,3.295,1.0,3.0,6.9,1,0,0,0,1,1,1
IL,Knox County,2013,0.8381601363,0.087,0.5863826988,5294.3,39803.0,49.09166666666667,3.435,4.0,2.6,19.2,1,0,0,0,0,1,1
IL,Lake County,2013,0.8844653306999999,0.094,0.6772942744,1381.3568627,74306.0,46.87500000000001,3.276666666666667,1.0,3.1,9.4,1,0,1,1,1,1,1
IL,LaSalle County,2013,0.8339859045,0.115,0.5700699606,11384.3,48945.0,48.89166666666666,3.2558333333333334,4.0,3.2,17.7,1,0,0,0,1,1,1
IL,McHenry County,2013,0.9185154468,0.094,0.6971295931,4294.847222199999,70682.0,46.08333333333334,3.4908333333333337,1.0,3.2,11.7,1,0,1,0,1,1,1
IL,McLean County,2013,0.8241633579000001,0.072,0.7604905806000001,2878.6101695,58791.0,50.38333333333333,3.029166666666667,3.0,2.7,14.9,1,1,1,0,1,1,1
IL,Macon County,2013,0.7462686567,0.106,0.5995905913,11075.7,44725.0,51.18333333333333,3.115,3.0,3.1,12.8,0,0,0,0,0,1,1
IL,Madison County,2013,0.830216355,0.09,0.6666909123,7694.685714300001,50462.0,54.33333333333334,3.745,1.0,4.0,11.6,1,0,1,0,1,1,0
IL,Ogle County,2013,0.93625,0.121,0.5967779961,26727.0,55009.0,47.025,3.2466666666666675,4.0,2.5,21.0,1,0,0,0,1,1,1
IL,Peoria County,2013,0.7743732591,0.095,0.6641895711,3104.7333333,49022.0,50.25833333333333,3.3933333333333326,2.0,2.8,14.9,0,0,1,0,1,1,1
IL,Rock Island County,2013,0.8603448276000001,0.083,0.622078857,5089.5172414,44487.0,48.64166666666667,3.0583333333333336,2.0,3.4,13.6,1,0,1,0,0,1,1
IL,St. Clair County,2013,0.8040152964,0.103,0.6582423976,9324.1034483,49634.0,55.1,3.970000000000001,1.0,3.5,10.5,0,0,1,0,1,1,0
IL,Sangamon County,2013,0.7947163274,0.077,0.7044703461,1939.4313725,51537.0,51.40833333333333,3.2216666666666662,3.0,3.7,15.6,0,1,1,1,1,1,1
IL,Tazewell County,2013,0.8371040724,0.083,0.6889731001999999,9674.214285700002,50106.0,50.69166666666666,3.3525000000000005,2.0,2.8,13.9,1,0,1,0,1,1,1
IL,Will County,2013,0.8697305518999999,0.1009999999999999,0.6771234276000001,4618.1836735,72053.0,49.04166666666666,3.2225,1.0,3.3,10.1,1,0,1,0,1,1,1
IL,Williamson County,2013,0.7966751918000001,0.089,0.67407142,5533.0833333,41079.0,54.79166666666666,4.239166666666667,3.0,3.6,17.8,0,0,1,0,0,1,0
IL,Winnebago County,2013,0.7030215826999999,0.127,0.5458779814,5002.4067797,44353.0,46.53333333333333,3.3525000000000005,2.0,3.6,13.1,0,0,0,0,0,1,1
IN,Allen County,2013,0.8958958959000001,0.091,0.6420750083,3557.86,47411.0,49.50833333333333,3.26,2.0,3.3,11.6,1,0,1,0,0,1,1
IN,Bartholomew County,2013,0.8094747683,0.074,0.6318449054999999,3844.85,52669.0,52.73333333333334,3.428333333333333,3.0,3.2,18.9,0,1,1,0,1,1,1
IN,Clark County,2013,0.8545918367,0.087,0.5879635653999999,6144.722222199999,49778.0,54.30833333333334,4.599166666666666,1.0,4.7,13.3,1,0,0,0,1,1,0
IN,Delaware County,2013,0.8968573731,0.102,0.5920211937,1929.1311475,37208.0,50.95833333333334,3.518333333333333,3.0,4.8,10.3,1,0,0,1,0,1,0
IN,Elkhart County,2013,0.8547754034,0.1119999999999999,0.4435903364,6812.103448299999,44354.0,48.775,3.2883333333333336,3.0,3.4,11.0,1,0,0,0,0,1,1
IN,Floyd County,2013,0.9217081851,0.08,0.6105439506,6785.2727273,51210.0,54.50833333333335,4.681666666666667,1.0,4.0,14.5,1,0,1,0,1,1,0
IN,Grant County,2013,0.8796821793,0.105,0.4966477901,5384.8461538,38745.0,50.15000000000001,3.623333333333333,4.0,3.9,15.9,1,0,0,0,0,1,0
IN,Hamilton County,2013,0.9220976053,0.063,0.8488306669,1470.4893617,84939.0,50.725,3.7675,1.0,2.4,9.4,1,1,1,1,1,1,0
IN,Hancock County,2013,0.9119286511,0.079,0.6445516018,7804.3333333,61540.0,51.24166666666667,3.6066666666666656,1.0,2.9,16.9,1,0,1,0,1,1,0
IN,Hendricks County,2013,0.9498933902,0.072,0.7179537054999999,4862.2,64239.0,50.40833333333333,4.053333333333334,1.0,3.2,11.1,1,1,1,0,1,1,0
IN,Johnson County,2013,0.8987964989,0.077,0.6454082313,5601.12,61477.0,51.54999999999999,3.613333333333333,1.0,3.3,17.2,1,1,1,0,1,1,0
IN,Knox County,2013,0.8280871671,0.067,0.5780293404,2400.5625,38653.0,53.49166666666665,4.735,5.0,4.9,26.2,1,1,0,0,0,1,0
IN,Kosciusko County,2013,0.8883774453,0.083,0.5110553793,7734.6,50823.0,48.88333333333333,3.6033333333333335,4.0,3.4,15.4,1,0,0,0,1,1,0
IN,Lake County,2013,0.8314952968000001,0.099,0.5815434328,6125.061728399999,48143.0,48.83333333333334,3.1300000000000003,1.0,3.5,12.6,1,0,0,0,0,1,1
IN,La Porte County,2013,0.8935264055,0.104,0.5272528449,4846.913043500001,47201.0,48.25000000000001,3.535,3.0,3.4,18.0,1,0,0,0,0,1,0
IN,Madison County,2013,0.8139534884,0.105,0.5205418936999999,5984.1818182,41766.0,50.92499999999999,3.813333333333334,1.0,4.8,15.3,0,0,0,0,0,1,0
IN,Marion County,2013,0.8121185218000001,0.094,0.584884253,2513.3027778,39957.0,51.06666666666666,3.6666666666666665,1.0,3.8,16.2,0,0,0,0,0,1,0
IN,Monroe County,2013,0.8851148851,0.071,0.7662641917,1442.4791667000002,40262.0,51.7,4.026666666666666,3.0,3.9,11.3,1,1,1,1,0,1,0
IN,Morgan County,2013,0.8672875437,0.089,0.5094927578,8637.875,53690.0,51.30833333333334,3.934166666666668,1.0,2.7,15.9,1,0,0,0,1,1,0
IN,Porter County,2013,0.9003171726000001,0.079,0.6547976278000001,2788.9491525,62178.0,48.4,3.4433333333333334,1.0,3.5,17.4,1,0,1,0,1,1,1
IN,St. Joseph County,2013,0.8401810584999999,0.1009999999999999,0.6211604608,2642.0594059,43813.0,48.46666666666667,3.3616666666666664,2.0,3.3,13.1,1,0,1,0,0,1,1
IN,Tippecanoe County,2013,0.8305911029999999,0.077,0.697935726,2881.6166667,43339.0,50.15833333333333,3.393333333333333,3.0,3.6,13.8,1,1,1,0,0,1,1
IN,Vanderburgh County,2013,0.8309776206999999,0.078,0.651271441,2853.7142857,43570.0,55.43333333333332,4.416666666666665,2.0,4.3,18.2,1,0,1,0,0,1,0
IN,Vigo County,2013,0.8840037418000001,0.102,0.5733568723,1798.1833333,39173.0,52.34166666666667,4.0175,3.0,4.1,21.3,1,0,0,1,0,1,0
IA,Black Hawk County,2013,0.8405103668,0.059,0.6754879152,4373.2,43037.0,45.63333333333333,3.294166666666667,3.0,3.1,14.3,1,1,1,0,0,1,1
IA,Dubuque County,2013,0.8994197292,0.055,0.6959779714,3611.0769231,52084.0,45.61666666666667,3.3625000000000003,3.0,1.9,16.7,1,1,1,0,1,1,1
IA,Jasper County,2013,0.9173728814,0.079,0.5922340657,9204.0,50469.0,47.66666666666666,2.9708333333333337,6.0,3.4,29.9,1,0,0,0,1,1,1
IA,Johnson County,2013,0.8845419847,0.043,0.8441601321,701.80748663,53570.0,48.00833333333333,3.25,3.0,2.3,11.4,1,1,1,1,1,1,1
IA,Linn County,2013,0.8534755134,0.06,0.7516158493999999,5424.717948699999,55772.0,46.82500000000001,3.2891666666666666,2.0,3.1,16.2,1,1,1,0,1,1,1
IA,Polk County,2013,0.8621580874,0.061,0.7162596426000001,3458.048,56091.0,48.31666666666666,2.7158333333333338,2.0,2.8,11.7,1,1,1,0,1,1,1
IA,Pottawattamie County,2013,0.8261648746,0.052,0.5958585287,23346.25,48589.0,48.46666666666666,2.5783333333333336,2.0,3.4,20.5,1,1,0,0,1,1,1
IA,Scott County,2013,0.8318181818000001,0.069,0.7300051419,4479.972973,50007.0,48.39166666666667,3.1291666666666664,2.0,2.9,22.3,1,1,1,0,1,1,1
IA,Story County,2013,0.9428571429,0.045,0.8753904725,2487.9722222,48121.0,46.85,2.8833333333333333,3.0,2.1,10.7,1,1,1,0,0,1,1
IA,Warren County,2013,0.9303079417,0.055,0.7240857728,7719.5,62688.0,48.675,2.708333333333333,2.0,2.7,21.1,1,1,1,0,1,1,1
IA,Woodbury County,2013,0.8710178709999999,0.059,0.5636363636,6019.764705899999,43362.0,46.48333333333334,2.2358333333333333,3.0,2.6,9.8,1,1,0,0,0,1,1
KS,Butler County,2013,0.8869,0.077,0.7044303797,4396.533333300001,53217.0,54.6,3.5383333333333336,2.0,3.1,18.2,1,1,1,0,1,1,0
KS,Douglas County,2013,0.8319,0.06,0.8171152037999999,1002.009009,47930.0,53.98333333333333,2.830833333333333,3.0,2.7,12.2,1,1,1,1,0,1,1
KS,Johnson County,2013,0.8769,0.059,0.8325227442,1515.9472222000002,70665.0,53.46666666666666,2.99,1.0,2.4,13.8,1,1,1,1,1,1,1
KS,Leavenworth County,2013,0.8123,0.083,0.6393841912,4500.6470588,61567.0,53.58333333333334,2.705,1.0,2.5,17.9,0,0,1,0,1,1,1
KS,Sedgwick County,2013,0.7202,0.0819999999999999,0.6416373912,2509.0502513,49526.0,55.56666666666667,3.4149999999999987,2.0,3.2,14.4,0,0,1,0,1,1,1
KS,Shawnee County,2013,0.7837,0.07,0.6402652964,1437.7096774,44816.0,53.50833333333333,2.6266666666666665,3.0,3.1,17.4,0,1,1,1,0,1,1
KS,Wyandotte County,2013,0.6501,0.099,0.4507593296,3287.7291667,38016.0,53.58333333333334,2.8274999999999992,1.0,3.9,11.2,0,0,0,0,0,1,1
KY,Boone County,2013,0.816,0.081,0.7012466093,3848.8387097,64055.0,53.600000000000016,3.985833333333333,1.0,3.3,12.9,0,0,1,0,1,1,0
KY,Boyd County,2013,0.828,0.09,0.6,2255.1363636,38783.0,54.32500000000001,3.7266666666666666,2.0,5.4,20.4,1,0,0,0,0,1,0
KY,Christian County,2013,0.76,0.1169999999999999,0.5358870377,3088.2916667,35779.0,56.50833333333333,5.240833333333334,2.0,3.6,20.2,0,0,0,0,0,0,0
KY,Daviess County,2013,0.8909999999999999,0.0819999999999999,0.5647498443,3121.1612903,44379.0,55.65,4.343333333333334,3.0,3.7,17.3,1,0,0,0,0,1,0
KY,Fayette County,2013,0.78,0.074,0.7280682664,939.21518987,47211.0,54.399999999999984,4.7375,2.0,3.4,11.3,0,1,1,1,0,1,0
KY,Floyd County,2013,0.7979999999999999,0.102,0.4125768321999999,3943.0,28459.0,55.15833333333333,4.083333333333333,7.0,6.2,33.7,0,0,0,0,0,1,0
KY,Hardin County,2013,0.83,0.09,0.5961640165,3821.3928571,47423.0,54.91666666666668,4.581666666666667,3.0,3.7,14.8,1,0,0,0,0,1,0
KY,Henderson County,2013,0.856,0.087,0.5247390308,6613.142857100001,41244.0,55.625,4.389166666666666,2.0,4.9,32.4,1,0,0,0,0,1,0
KY,Jefferson County,2013,0.706,0.1,0.6675165833,1334.8489209000002,45407.0,55.24166666666667,4.6450000000000005,1.0,3.7,14.9,0,0,1,1,0,1,0
KY,Kenton County,2013,0.787,0.089,0.6465570310000001,3553.2666666999994,50150.0,53.50833333333333,3.859166666666667,1.0,4.0,11.0,0,0,1,0,1,1,0
KY,McCracken County,2013,0.7709999999999999,0.085,0.6406678296,2047.71875,44115.0,56.66666666666666,4.765833333333333,5.0,3.7,19.9,0,0,1,1,0,0,0
KY,Madison County,2013,0.773,0.077,0.6340723982,2131.9487179,40034.0,54.71666666666667,4.741666666666666,4.0,3.6,16.3,0,1,1,0,0,1,0
KY,Muhlenberg County,2013,0.77,0.098,0.4418662365,31476.0,35316.0,55.85833333333334,4.632499999999999,6.0,4.0,32.0,0,0,0,0,0,0,0
KY,Pike County,2013,0.7609999999999999,0.087,0.4384455479999999,4062.875,33881.0,55.11666666666667,4.4191666666666665,7.0,7.0,18.8,0,0,0,0,0,1,0
KY,Pulaski County,2013,0.799,0.106,0.4891490035,2179.0344828,34695.0,54.53333333333333,4.685833333333334,5.0,3.8,15.7,0,0,0,0,0,1,0
KY,Warren County,2013,0.852,0.083,0.5971515768,2429.0425532,40026.0,56.55833333333334,4.9975,3.0,4.0,16.0,1,0,0,0,0,0,0
LA,Bossier Parish,2013,0.775,0.057,0.5953974766,14692.875,50577.0,64.20833333333334,4.197500000000002,2.0,3.5,16.9,0,1,0,0,1,0,0
LA,Caddo Parish,2013,0.616,0.072,0.5522704572,2366.787037,39948.0,64.68333333333334,4.1975,2.0,2.8,8.6,0,1,0,0,0,0,0
LA,Calcasieu Parish,2013,0.782,0.069,0.5174296171,8403.173912999999,41065.0,67.64999999999999,4.9558333333333335,3.0,3.2,18.9,0,1,0,0,0,0,0
LA,East Baton Rouge Parish,2013,0.6854982794,0.072,0.6669044409,2655.8975904,45924.0,66.87499999999999,6.090833333333332,2.0,2.7,10.3,0,1,1,0,0,0,0
LA,Jefferson Parish,2013,0.6729999999999999,0.068,0.5569658533,3276.8636364,43700.0,68.72499999999998,5.280833333333333,1.0,3.6,12.0,0,1,0,0,0,0,0
LA,Lafayette Parish,2013,0.7390000000000001,0.055,0.6089958636,3582.3709677,47138.0,67.85,5.3983333333333325,2.0,2.9,13.0,0,1,1,0,0,0,0
LA,Lafourche Parish,2013,0.7929999999999999,0.053,0.4437183142999999,8031.6666667,48180.0,68.8,5.583333333333332,3.0,3.4,16.5,0,1,0,0,0,0,0
LA,Livingston Parish,2013,0.789,0.07,0.5407999128000001,42895.666667000005,53700.0,66.74166666666667,5.6741666666666655,2.0,3.8,17.9,0,1,0,0,1,0,0
LA,Orleans Parish,2013,0.938,0.088,0.6307901607999999,1251.4640287999998,34851.0,68.33333333333333,5.258333333333334,1.0,4.0,7.4,1,0,1,1,0,0,0
LA,Ouachita Parish,2013,0.7110971061,0.077,0.5364081306,8104.6842105,35770.0,63.625,4.570833333333333,3.0,3.3,14.7,0,1,0,0,0,0,0
LA,Rapides Parish,2013,0.679,0.071,0.5096171239,2803.8297872,36624.0,66.10833333333333,4.98,3.0,3.5,12.1,0,1,0,0,0,0,0
LA,St. Charles Parish,2013,0.785,0.067,0.5466027875,17597.0,54860.0,68.325,5.357499999999999,1.0,3.1,24.7,0,1,0,0,1,0,0
LA,St. Landry Parish,2013,0.675,0.078,0.3649298596999999,16700.6,33750.0,66.86666666666666,5.560833333333335,4.0,4.0,18.0,0,0,0,0,0,0,0
LA,St. Martin Parish,2013,0.698,0.069,0.3772220993,52259.0,38826.0,67.8,5.5441666666666665,2.0,3.5,22.7,0,1,0,0,0,0,0
LA,St. Tammany Parish,2013,0.7959999999999999,0.057,0.6603066382,2826.3975904,57694.0,66.90833333333333,5.409166666666668,1.0,3.5,12.8,0,1,1,0,1,0,0
LA,Tangipahoa Parish,2013,0.718,0.09,0.5298247917,6392.6315789,38420.0,66.16666666666667,5.575833333333333,3.0,3.7,11.2,0,0,0,0,0,0,0
LA,Terrebonne Parish,2013,0.705,0.054,0.3855134778,18645.666667,45054.0,68.80833333333332,5.9175,3.0,3.8,10.6,0,1,0,0,0,0,0
LA,Vermilion Parish,2013,0.787,0.066,0.3614223414999999,58086.0,39091.0,68.18333333333335,5.1025,2.0,3.2,18.6,0,1,0,0,0,0,0
ME,Androscoggin County,2013,0.7762557078,0.075,0.5614795188,2691.875,43899.0,45.08333333333334,3.818333333333334,3.0,3.6,14.9,0,1,0,0,0,1,0
ME,Aroostook County,2013,0.8590203106000001,0.095,0.5696504903,4482.6875,35572.0,39.46666666666667,3.8275,7.0,3.5,22.8,1,0,0,0,0,1,0
ME,Cumberland County,2013,0.8595387841,0.06,0.7311705559,817.98255814,55459.0,45.66666666666666,3.6983333333333337,2.0,3.3,16.4,1,1,1,1,1,1,0
ME,Kennebec County,2013,0.8302556818000001,0.071,0.6007309742,1259.0824742,44441.0,44.92499999999999,3.8541666666666665,4.0,3.7,12.4,1,1,0,1,0,1,0
ME,Oxford County,2013,0.8379052369,0.0969999999999999,0.5071270675999999,5773.9,37915.0,42.4,3.8675,6.0,4.1,29.6,1,0,0,0,0,1,0
ME,Penobscot County,2013,0.8339522545999999,0.081,0.6284545626,1373.5535714000002,41199.0,43.025,3.621666666666666,3.0,3.6,19.5,1,0,1,1,0,1,0
ME,Somerset County,2013,0.7930513595,0.104,0.5028828687,13058.25,37339.0,40.525,3.668333333333333,6.0,4.3,23.2,0,0,0,0,0,1,0
ME,York County,2013,0.8629352137999999,0.068,0.6271418496,3129.3650794,55725.0,46.05,3.5850000000000004,2.0,3.3,23.1,1,1,1,0,1,1,0
MD,Anne Arundel County,2013,0.8373483383,0.064,0.7032316027,2531.6478873000005,82980.0,56.45,3.7075,1.0,3.3,12.4,1,1,1,0,1,0,0
MD,Baltimore County,2013,0.8180737218,0.075,0.6961192626,1321.252459,62309.0,54.15833333333333,4.015833333333333,1.0,3.5,9.8,0,1,1,1,1,1,0
MD,Calvert County,2013,0.912221472,0.059,0.6378536764,4939.5555556,88406.0,56.29166666666666,3.960833333333333,1.0,3.5,14.4,1,1,1,0,1,0,0
MD,Carroll County,2013,0.9280751941,0.064,0.6714877063,2883.5689655,82553.0,52.70000000000001,3.665833333333333,1.0,3.2,14.9,1,1,1,0,1,1,0
MD,Cecil County,2013,0.8316602317,0.089,0.5535516834,6747.266666699999,61191.0,54.40833333333333,4.406666666666666,1.0,3.8,12.8,1,0,0,0,1,1,0
MD,Charles County,2013,0.8801009676,0.06,0.6748687026000001,11315.615385,88575.0,56.9,3.6525,1.0,2.8,12.4,1,1,1,0,1,0,0
MD,Frederick County,2013,0.9153773287,0.061,0.7211164856000001,3122.5066667,77872.0,53.1,3.555,1.0,3.1,13.7,1,1,1,0,1,1,0
MD,Harford County,2013,0.8741258741,0.072,0.7145563026999999,3502.7142857,77095.0,54.075,4.4225,1.0,3.9,10.8,1,1,1,0,1,1,0
MD,Howard County,2013,0.9063529412,0.051,0.829917772,747.33678756,99040.0,54.13333333333333,3.796666666666667,1.0,2.5,8.5,1,1,1,1,1,1,0
MD,Montgomery County,2013,0.8675384751999999,0.052,0.7736695133,817.63537301,92288.0,54.41666666666666,3.753333333333333,1.0,2.6,7.0,1,1,1,1,1,1,0
MD,Prince George's County,2013,0.7463246176999999,0.07,0.5889316119,5243.7515152,70114.0,56.075,3.7683333333333326,1.0,2.9,6.1,0,1,0,0,1,0,0
MD,Queen Anne's County,2013,0.8971807629,0.069,0.6212507696,3419.4285714,75158.0,55.41666666666668,3.850000000000001,1.0,2.8,24.7,1,1,1,0,1,1,0
MD,St. Mary's County,2013,0.8366219415999999,0.06,0.6553826522,6220.5294118,80943.0,56.59166666666666,3.9616666666666673,3.0,2.8,9.1,1,1,1,0,1,0,0
MD,Washington County,2013,0.904043452,0.098,0.557221427,5903.44,52028.0,53.04166666666666,3.2191666666666667,2.0,3.7,16.1,1,0,0,0,1,1,1
MD,Wicomico County,2013,0.7812773403000001,0.09,0.5857279893,3801.1538462,45788.0,57.32500000000001,4.080833333333332,2.0,3.3,12.9,0,0,0,0,0,0,0
MD,Baltimore city,2013,0.6579634464999999,0.105,0.5731442934000001,1223.9842209,38478.0,56.26666666666667,3.8425,1.0,4.0,7.4,0,0,0,1,0,0,0
MA,Barnstable County,2013,0.8798638009,0.0819999999999999,0.6848157081,1479.369863,56167.0,51.16666666666668,4.028333333333332,3.0,3.3,10.7,1,0,1,1,1,1,0
MA,Berkshire County,2013,0.8284030343000001,0.073,0.6130052240999999,904.33103448,43813.0,45.70833333333334,3.790000000000001,3.0,3.4,16.2,1,1,1,1,0,1,0
MA,Bristol County,2013,0.8564323495999999,0.1,0.5859992654999999,3170.734104,53307.0,51.09166666666667,3.974166666666667,1.0,3.8,10.1,1,0,0,0,1,1,0
MA,Essex County,2013,0.8288238281999999,0.078,0.6746207629000001,1760.0094563,64303.0,49.44166666666666,3.4883333333333337,1.0,3.1,8.6,1,0,1,1,1,1,1
MA,Hampden County,2013,0.7228267148,0.092,0.560670045,2711.7602339,47313.0,48.43333333333333,4.068333333333333,2.0,3.8,11.1,0,0,0,0,0,1,0
MA,Hampshire County,2013,0.8682792091,0.059,0.7454556168,467.34615385,54548.0,47.81666666666666,4.01,2.0,2.7,9.3,1,1,1,1,1,1,0
MA,Middlesex County,2013,0.89587218,0.059,0.7738591898,558.0874722,76803.0,49.41666666666668,3.5916666666666663,1.0,2.6,7.5,1,1,1,1,1,1,0
MA,Norfolk County,2013,0.9166832066,0.062,0.7982625094,659.5750736,81590.0,50.46666666666667,3.860833333333333,1.0,2.8,6.7,1,1,1,1,1,1,0
MA,Plymouth County,2013,0.8798412953,0.078,0.6719468447,2183.8370044,67989.0,51.12499999999999,3.960833333333333,1.0,3.8,8.5,1,0,1,0,1,1,0
MA,Suffolk County,2013,0.6342373981,0.072,0.6852955652,835.52716763,49033.0,50.85833333333333,3.749166666666667,1.0,3.5,6.3,0,1,1,1,1,1,0
MA,Worcester County,2013,0.8593347956,0.081,0.662544195,1658.2987552000002,60396.0,48.06666666666666,3.83,2.0,3.5,9.4,1,0,1,1,1,1,0
MI,Barry County,2013,0.7981072555,0.073,0.5607968694,7382.75,50051.0,47.20833333333334,3.5825,2.0,3.4,18.6,0,1,0,0,1,1,0
MI,Bay County,2013,0.7542062911,0.0969999999999999,0.6367280857000001,8285.7692308,43068.0,46.73333333333333,2.896666666666666,3.0,4.5,15.0,0,0,1,0,0,1,1
MI,Berrien County,2013,0.7698525915000001,0.1009999999999999,0.6124493654,4126.0263158,40946.0,48.5,3.2183333333333333,3.0,3.3,12.2,0,0,1,0,0,1,1
MI,Calhoun County,2013,0.7389486259999999,0.089,0.5755412871,4389.8064516,39694.0,47.33333333333334,3.4475,3.0,4.8,17.1,0,0,0,0,0,1,1
MI,Cass County,2013,0.6554621849,0.088,0.5490295359,26105.0,44626.0,48.15,3.2566666666666664,2.0,3.2,19.3,0,0,0,0,0,1,1
MI,Eaton County,2013,0.7516656572,0.073,0.7183409437,7705.5,51428.0,47.02500000000001,3.5300000000000007,2.0,3.8,11.1,0,1,1,0,1,1,0
MI,Genesee County,2013,0.7182394131000001,0.109,0.6166279841,6968.852459000001,40854.0,47.475,3.0000000000000004,2.0,4.1,12.8,0,0,1,0,0,1,1
MI,Grand Traverse County,2013,0.8214285714,0.096,0.6678262462,1582.4181818,46786.0,44.2,3.2525,5.0,3.0,14.4,1,0,1,1,0,1,1
MI,Ingham County,2013,0.7059360731000001,0.087,0.7235591248000001,1253.3973214000002,42371.0,47.025,3.2791666666666663,2.0,3.6,11.7,0,0,1,1,0,1,1
MI,Jackson County,2013,0.7512588117,0.099,0.5809765500999999,6673.6666667,42379.0,47.19166666666667,3.1050000000000004,3.0,3.8,15.6,0,0,0,0,0,1,1
MI,Kalamazoo County,2013,0.7415559772,0.0819999999999999,0.7453746344,1448.8959538,45798.0,47.75,3.461666666666668,2.0,3.6,13.2,0,0,1,1,0,1,1
MI,Kent County,2013,0.7508102718,0.08,0.6688473121,2310.4559387,50651.0,47.14166666666667,3.579166666666667,2.0,3.3,11.1,0,0,1,0,1,1,0
MI,Lapeer County,2013,0.8531518625,0.131,0.5817082318,6783.7692308,50232.0,47.0,3.061666666666666,1.0,3.1,18.1,1,0,0,0,1,1,1
MI,Lenawee County,2013,0.7926829268000001,0.109,0.6000246721,5868.3529412,45512.0,48.225,2.953333333333333,4.0,2.6,12.1,0,0,0,0,0,1,1
MI,Livingston County,2013,0.8317757009000001,0.095,0.7428647403,4112.0681818,68895.0,47.08333333333334,3.0583333333333336,1.0,3.6,16.3,1,0,1,0,1,1,1
MI,Macomb County,2013,0.7552169019,0.115,0.6661809789,8008.9904762,50958.0,48.675,3.040833333333333,1.0,3.8,14.6,0,0,1,0,1,1,1
MI,Midland County,2013,0.8309859155,0.077,0.7194137743000001,4181.7,53764.0,46.425,3.0116666666666667,3.0,3.4,13.2,1,1,1,0,1,1,1
MI,Monroe County,2013,0.7991877256000001,0.0969999999999999,0.5885296688,8939.0588235,54174.0,49.475,3.169166666666667,3.0,3.8,12.0,0,0,0,0,1,1,1
MI,Muskegon County,2013,0.7064409579,0.102,0.5540169402,6883.32,38482.0,46.89166666666666,3.7066666666666666,3.0,4.8,11.6,0,0,0,0,0,1,0
MI,Oakland County,2013,0.7839607201000001,0.1,0.7791223187999999,1251.4901145,61961.0,47.53333333333333,3.1525000000000003,1.0,3.5,12.2,0,0,1,1,1,1,1
MI,Ottawa County,2013,0.8443900948,0.083,0.6774737168000001,4475.677966100001,54461.0,47.85,3.515833333333333,2.0,2.8,8.8,1,0,1,0,1,1,0
MI,Saginaw County,2013,0.7444782940000001,0.096,0.612309266,7405.8888889,40411.0,47.28333333333333,3.013333333333333,3.0,3.8,9.1,0,0,1,0,0,1,1
MI,St. Clair County,2013,0.7793209876999999,0.131,0.5816991844,10848.666667,45858.0,47.96666666666666,2.9466666666666668,1.0,4.3,13.7,0,0,0,0,0,1,1
